Tweets,target(fake=0)
b'PM Narendra Modi chaired a high-level meeting and reviewed the preparations being undertaken for vaccination against #COVID19. He will address the nation at 4 pm.  Follow LIVE updates here. #COVAXIN  https://t.co/E2cqrfKypE',1
"b""Till the time a vaccine is not developed for #COVID19, we all have to maintain 'Do gaj doori' and wear face masks: Prime Minister Narendra Modi during launch of \xe2\x80\x98Atma Nirbhar Uttar Pradesh Rojgar Abhiyan' through video conference @narendramodi  #Covid_19 #IndiaFightsCOVID19 https://t.co/zRtauBagPd""",1
"b'@Kaalateetham People are never going to beleive that a real vaccine is out for Covid-19. A portrayal by every administration in the world will make sure maximum people die of fear and isolation,by halting and ignoring every possible cure coming out until WHO approves a drug made by their pets.'",1
b'. @narendramodi @PMOIndia also directed officials to evaluate in a broad manner available technology options that can form the backbone of the national endeavor to vaccinate all  #COVID #COVIDVaccine  Read more here: https://t.co/ZlElfvIcdX\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87',1
b'DNA India - PM Modi chairs COVID-19 meet reviews vaccine preparation planning  #COVID #pmmodichairscovid19 #vaccinepreparationplanning #modichairscovid19 #DNAIndia  - https://t.co/O1Cc07EQQp      [https://t.co/Le5Szjt2uA]',1
b'@paragjyoti1996 @guardian go to drink the cow urine will cure your brain',0
b'BABA Ramdev launches AYURVEDIC drug to cure Covid :  Coronil.  Human trials will follow after purchase.',0
b'PM Modi reviews preparations for Covid-19 vaccine development https://t.co/Zl3EdBWZ8B',1
"b""Ramdev's Patanjali launches 'coronil' anti- covid tablets; '3-15 days cure; no mortality' https://t.co/JP3G8HBLyO""",0
"b'All the major pharma giants in the world are trying to find a cure for COVID-19; and here @PypAyurved - an FMCG company claims to cure COVID-19 through their Ayurvedic Medicine, named Coronil. #CORONIL #COVID19 #PatanjaliAyurved   Pharma companies be like - https://t.co/1sjC8jfuuq'",1
b'The govt itself has no confidence in the prescribed cure by Patanajli.  #CORONIL https://t.co/b2JU5rhw4K',0
b'Health workers must get COVID-19 vaccine first: PM Modi - The Hindu https://t.co/lAjbg3wrmo via @GoogleNews',1
"b""@ChaitraSAL they are maybe confused about the mechanism of the coronil...we have a mentality that only standard vaccine can cure covid or may be he just can't digest the fact that ayurved can make a possible cure in such a short time and at last maybe he is librandu masquerading as modi fan""",1
"b""Ayush Ministry pulls up Ramdev's Patanjali for claiming to have found drug to cure coronavirus cure.. #Coronil #Swasari #PatanjaliAyurved #RamdevBaba #Ayush #Coronavirus #COVID__19 #COVID19 #CoronavirusPandemic #Pandemic https://t.co/XL8P32ZBpE""",1
"b""We need to understand that #Ayurveda is a Preventive technique with No side effect. It may not cure a serious patient of #Covid_19 but If Mr. Ramdev claims that he found +ve results in clinical result thn it's a Win Win situation for us. CORONIL KIT costs Rs. 550/- only. #CORONIL https://t.co/qVGvuNmbaW""",0
"b'@RubikaLiyaquat Biotech company innovated covid 19 vaccine,  modi ji announced tomarrow 4 pm'",1
"b""@Lavanyasoni7 @DrAbdulMalik420 I was talking about the part wherein you have opposed the govt's order prohibiting the advertisement of Coronil as a cure for Corona. How will you justify that?""",1
b'@htTweets @RamblingBrook If the government has no problem with unproven allopathic drugs beings claimed to cure Corona then what problem with Coronil?  But Patanjali has to print a clarification on its product that the product has not yet been certified by relevant authorities',0
b'@Saadia_Sattar__ They usually do not use medicine in addition to this The urine of cow is one of the most use drink for cure of all diseases.',0
b'PM...Modi...Review...India...COVID...Vaccine...Preparedness...Day...First...Candidate...Enter...Clinical...Trial...Wenzhou...China...Curitiba...Brazil...Zunyi...Montreal...Canada...Porto Alegre...Shijiazhuang...drug...flee...escape...back...smuggle...smuggler...overdose...DUI...3',1
"b'""1,30,000 vs 600"" Covid Deaths: PM Compares 4 European Countries With UP - NDTV https://t.co/8qXeMaM9nx'",1
"b""@palkisu Well, we can't say something is fake unless we prove it. I think d problem here is Swami ji saying 100 percent cure n dt 2 within 7 days. Neither Glenmark nor Cipla or docs have said that those r definitive cure 4 Corona. Well, no harm in taking Coronil as an add on.""",1
"b'Till vaccine is not developed for COVID-19, we have to keep distance of two yards and wear face masks: PM Narendra Modi https://t.co/HTtZuQqhRi'",1
"b""#patanjalicoronil #ayurvedic #medicine #COVID19 #CORONIL #Swasari #PatanjaliAyurved #\xe0\xa4\x86\xe0\xa4\xaf\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa5\x87\xe0\xa4\xa6\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf_\xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xb2_\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbf #\xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xb2 #Ramdev #CORONILBaba  #BabaRamdev's #Patanjali has launched an #ayurvedic #medicine to cure #COVID19 called #CORONIL and #Swasari.  #coronavirus : https://t.co/NdCv698SxR""",0
"b'""#COVID19 vaccine must be affordable, universal"": PM Modi https://t.co/zN7LA4ozMy https://t.co/xTW7kW0jPv'",1
b'Baba Ramdev launches Ayurvedic drug to cure Covid: Coronil.  Human trials will follow after purchase. #PatanjaliAyurved #PatanjaliProducts #Patanjali',0
b'Baba can cure anything .He can cure AIDS also by Hajmola \xf0\x9f\x98\x86 #CORONIL',0
"b'This is the perfect example of a risk hedge India required in addition to the @SerumInstIndia and @AstraZeneca @gavi #covid19 #vaccine candidate. Something I suggested in my opinion piece in @ETHealthWorld , https://t.co/SCJykysKh7 https://t.co/mgfV4NUzqm'",1
b'Interesting. Coronil has been tested and certified by NIMS https://t.co/W2ZlU3dkeF',0
"b'Stop testing, it will not increase. UK 128317 t/mil, France 21213 t/mil, Spain 110426 t/mil, Italy 85394 t/mil where as we are doing 5636 t/mil in which UP is at the bottom of the list. Delhi, Maharashtra, TN, Kerala leads. Stop spreading selective data! https://t.co/3Io6ExC82t'",1
"b'Great help to poor. We need to survive this year before Covid vaccine to run from next year catching economy.. @narendramodi  Live: 80 crore people to get free ration for five more months, says PM Modi  https://t.co/vLiQHi82uP Download the TOI app now: https://t.co/sU6k8d49py'",1
"b'Coronil, Siddha, Arsenicum Album: How Traditional Medicines Are Being Claimed to Have Cure For COVID-19 - https://t.co/gNUWYVcmOx https://t.co/9mNv0SgFNc https://t.co/tM8gNazwXV'",0
"b""#CORONIL Mother Teresa was able to cure cancer without any medicines but Baba Ramdev can't cure Corona with   medicine.""",0
"b'Biotech company innovated covid 19 vaccine,  modi ji announced tomarrow 4 pm'",1
b'Beautifully articulated by Ranga Unkil on how #Coronil from #PatanjaliAyurved cud be a cure for #CoronaVirus if backed by proper clinical trials... https://t.co/xbZOsfc02u',0
"b""Prime Minister Narendra Modi on Tuesday reviewed India's preparations for vaccinating its vast population against Covid-19 once a vaccine is available and asserted that vaccination must be affordable and universal. https://t.co/mOG5kNf6xG""",1
"b""Till the time a vaccine is not developed for #COVID19 we all have to maintain 'Do gaj doori'; Modi   https://t.co/QnsjjeEgAF""",1
"b'Patanjali Research Institute said that ""coronil"", made out of Ayurvedic elements such as Ashwagandha, Giloy, and Tulsi, could cure coronavirus positive patients within a few days with daily morning and evening dosages. #\xe0\xa4\x86\xe0\xa4\xaf\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa5\x87\xe0\xa4\xa6\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf_\xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xb2_\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\xbf'",0
"b'Not endorsing Coronil as a cure but Ayurveda often mocked by many has found application scientifically, For example in my own family during low Platelets induced by Dengue, raw papaya leaf juice worked like a charm.  Later, Caripill was launched with it. https://t.co/MJHxc4UuL4'",0
b'@notyourgirl1997 @sardesairajdeep @shripadynaik @IndiaToday I thought gaumutra is the ultimate cure to covid!',0
b'According to Hindu scriptures bathing in cow urine can cure many viruses and ailments!! \xf0\x9f\xa4\x94\xf0\x9f\x98\x80',0
"b'Baba Ramdev\'s Patanjali claims its new Ayurvedic drug will cure #COVID19 in 7 days and has shown ""100% favourable results during clinical trials on patients"". https://t.co/8i0YyKYhQS'",0
"b""@just1doctorwala @Twitter @jack @TwitterSafety @verified @TwitterAPI @TwitterSupport @AmerMedicalAssn @IndianMedAssn See this load of sanghi diarrhea, appropriating much needed money for COVID-19 research into this looting swami's business. How is this allowed @IndianMedAssn? Spineless sanghi doctors in India are just part of the gaumutra spectrum. https://t.co/1lZgTvQq2r""",1
b'You know why Mr. Modi?Because Europe is not hiding the true figures.  https://t.co/y8nzAGOYOL',1
"b'@sirandha Biotech company innovated covid 19 vaccine,  modi ji announced tomarrow 4 pm'",1
"b""media houses should be wary of what they allow on their channels, Patanjali's claim of 100% cure using Ayurveda without any govt approval, n disclaimers to circumvent law is still an offence under Drugs and Magic remedies (Objectionable Advertisements)Act,1954. #CORONIL""",1
"b'In the times to come, we will increase our efforts to alleviate the worries of the poor. We will keep striving for Atmanirbhar Bharat. We will all be vocal for local: PM Modi   #CoronavirusOutbreak #AtmaNirbharBharatAbhiyan #covid19   LIVE Updates: https://t.co/tCFDG5ilMb https://t.co/K8o0nN9OoI'",1
"b'PM @narendramodi chaired a high-level meeting to review the planning and preparations for vaccination against COVID-19, as and when the vaccine is available and highlighted four guiding principles that will form the foundation of this national effort.  https://t.co/WhHwZ1yY96'",1
"b'""COVID-19 Vaccine Must Be Affordable, Universal"": PM Modi https://t.co/tOOI1yC9qz'",1
"b'#CORONIL Some time ago Lala ramdev  Told to use mustard oil through nose , To cure corona.. Through science (which died) Then business ramdev introduced  Medicine for same corona Without any approval ..ayush No body will prob when you fund and support government.. https://t.co/881YiT4fZj'",1
"b'@PypAyurved @yogrishiramdev @Ach_Balkrishna @pyptharidwar @bst_official Thanks over your launch of Coronil. Can you please confirm it,s approval  of DGCI. A drug to be clinically tested and approved by authority.  Appreciate your test validity of cure of disease .'",1
"b""#ramdevbaba came with #CORONIL for cure of corona virus.   Meanwhile taklifi jamaat waale were bending 5time's to satisfy the maulana\xf0\x9f\xa4\xad""",0
"b'#Baba-RamDev, Right Hand Man of Indian #PrimeMinister #Modi has launched an #Ayurvedic Medicinal cure for #Covid_19 claiming 100% recovery rate. This product has been launched in a huff without any trials to pull a humongous scam.   https://t.co/DbQgSDsVcq'",0
"b'@BJP4Bengal ""1,30,000 vs 600"" #COVID19 deaths: PM compares 4 European countries with UP https://t.co/y5gsZLDa0q https://t.co/yR0XAS8WJY'",1
"b'#BabaRamdev today announced that he has discovered the cure for #COVID19 in #coronil . By the evening, ICMR and Ayush Ministry both distanced themselves from his claim. Behas Mishra is angry \xf0\x9f\x99\x8f. https://t.co/xw7oxfIwVn'",1
"b'#CoronavirusCrisis | Total cure (of COVID) is still a pipe dream and very far away: Dr Hemant Thacker, physician. Watch #NewsToday with @sardesairajdeep: https://t.co/PtZAwuVTuG https://t.co/kZJzRSIwRV'",1
"b""Ramdev Baba can cure CoronaVirus.  *Hahahahaha. Fraud Baba. Don't know anything*  Mother Teresa can cure EVERYTHING *Miracle*  Malik Baba kiss can cure coronavirus. *Abbha is bhar manega*  #coronilTablet #coronilkit  #CORONIL #Pantanjali #ramdevbaba #Covid_19""",0
"b'@Twit2Dino @iamsimpreet Coronil talks of boosting immunity. How is that a cure? If people blindly buy into it then they might become a bit careless with the basic dos and donts. Remdesivir, hydroxychloroquine and dexamethasone have all been met with scepticism. There is no ""one size fits all"" yet.'",1
b'Put your left leg on your left Shoulder  Put your right leg on other Shoulder. Now Coronil will Cure Corona. \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba #RamdevCoronaCure',0
"b""@AnantaJnana @HuXijin_GT MODI govt should ask Indian scientist to research cow Motar for covid vaccine, that's the only way to bring glory to India. Tea is FANTASTIC""",1
"b""@Savitritvs @sdanawale09 @stuxnetmalware @PTI_News Then why patanjali was told not to advertise it's coronil as 'CURE' by AYUSH?  And can you please send the links to those documents of proofs and those 'cured' people's details.""",1
b'#CORONIL Finally a hope but....the testing phase is left before the cure can be sold worldwide.... It might match all parameters but testing is the main thing....And everyone is focusing on Coronil.... Pls this cure pass the testing I hope.',1
b'#CORONIL They are already on a back step by starting marketing without proper approvals or consultations with @moayush . Hope @PypAyurved provides clinical data and Indian #Ayurved  proves to be the best cure against this virus. hoping for rigorous checks and best results \xf0\x9f\x99\x8f',0
b'PM Modi today chaired a high-level meeting to review the preparations being undertaken for vaccination against #Covid_19 as and when a vaccine is available @PMOIndia',1
"b""We haven't lost any territory or no1 has occupied our posts-PM,Coronil an Ayurvedic formulation has 100%cure rate for Corona-Ramdeo R these 2 statements worth any attention by Patriotic Indians #CORONIL""",0
"b""PM Narendra Modi reviews vaccination preparations, says '#COVID19 vaccine must be affordable, universal' https://t.co/gEovVlogwh""",1
"b'""1,30,000 vs 600"" Covid Deaths: PM Compares 4 European Countries With UP https://t.co/pBtK3S2ipK via @ndtv'",1
"b'""1,30,000 vs 600"" #COVID19 deaths: PM compares 4 European countries with UP https://t.co/nNUM5fR7dH https://t.co/KZzAsHugyu'",1
"b'In that case Please make sure every swayamsevak who is Covid positive only takes #CORONIL. I remember at beginning of the pandemic, sanghis were advocating gaumutra and gobar. I hope to see their faith tested and proven for gaumutra therapy too. @RSSorg please note &amp;follow. https://t.co/SHvN39TIKa'",1
"b'@Naveen85165839 Either you are blind or can\'t read. See the tweets about coronil. People are writing ""when an INDIAN makes a cure, all are mocking him"" and fyi ICMR banned ad of coronil till research is done. That\'s all what I was saying.'",1
b'Ramdev claiming Coronil as cure for Covid without testing is like that friend who showoff after every exam but ends up getting failed.  #PatanjaliAyurved  #coronilTablet',1
"b'\xe2\x80\x9cCOVID-19 Vaccine Must Be Affordable, Universal\xe2\x80\x9d: PM\xc2\xa0Modi https://t.co/m8v1NWIfhx'",1
b'PM Modi chairs high-level meeting to review planning &amp; preparations for vaccination against COVID-19 as when vaccine https://t.co/4Ijf0kv8Es',1
"b'#Alert - Ahead of the address, PM Modi chairs meeting to review preparations for vaccine against Covid-19.   @maryashakil with details  #IndiaFightsCOVID19 https://t.co/nhb0AO9Huw'",1
"b'#coronavirus Live Updates: PM Modi holds review meet, discusses COVID-19 vaccine preparation  https://t.co/fTSC63S2Uu'",1
"b'#NarendraModi on Tuesday chaired a high-level meeting to review the preparations being undertaken for vaccination against #COVID19, as and when a #vaccine is available.  | Follow LIVE updates on #coronavirus here: https://t.co/Yj8ZRp532G https://t.co/oUIu0bHwBu'",1
"b'A indian has found a cure of corona. He did something that may save the world. We are suppose to be proud of him &amp; not mock him. But just because he used ancient Hindu techniques &amp; wear saffron, few of us are making fun of him. We are proud of u Baba Ramdev &amp; Patanjali. #coronil'",0
"b'Ahead of his address to nation, PM @narendramodi  reviews #Covid19 vaccine status   https://t.co/1VFz4c2ZRu https://t.co/UtqQFnZ9Gp'",1
"b'An indian has found a cure of corona. He did something that may save the world. We are suppose to be proud of him &amp; not mock him. But just because he used ancient Hindu techniques &amp; wear saffron, few of us are making fun of him. We are proud of u Baba Ramdev &amp; Patanjali. #CORONIL'",0
"b'This will entail Rs 90,000 crore of expenditure by the government: @narendramodi   LIVE updates: https://t.co/G0AXAsOUrh https://t.co/om2SbPrkhS'",1
"b'PM @narendramodi chairs #COVID19 meet; reviews vaccine preparation, planning  #COVID19India #COVID #coronavirus   https://t.co/XxmwW8Xh6E'",1
b'PM @narendramodi announces extension of PM Gareeb Kalyan Yojana till November end  #CoronavirusOutbreak #GareebKalyanYojana   LIVE updates:   https://t.co/hSIIlAYl5e https://t.co/12Lg6CGz14',1
"b'After successfully conquering space in recent past,by the way in that groundbreaking ceremony Modi ji was prime  eyewitness\xf0\x9f\xa4\x90.Now Enida is going to take lead for vaccine to cure COVID-19. Hopefully they are not going to put  GaoMuter in it. Hoping against hope\xf0\x9f\x99\x83 https://t.co/coxTHCSxET'",1
b'RTnarendramodi: Reviewed preparations relating to a vaccine to cure COVID-19. An important subject that was discussed was the creation of a tech platform that would complement vaccination at scale across the nation. https://t.co/gkg63cu8cj',1
b'Baba Ramdev - coronil can 100% cure covid19 in 7-14 days. WHO US UK China SKorea - https://t.co/BIgSBU7fTM',0
"b'An indian has found a cure of corona. He did something that may save the world. We are suppose to be proud of him &amp; not mock him. But just because he used ancient Hindu techniques &amp; wear saffron, few of us are making fun of him. #CORONIL #coronilkit  #patanjalicoronil'",0
"b'PM Modi reviews Covid-19 vaccine status, says it should be affordable, universal https://t.co/CN5caSqrWH'",1
"b""Yoga guru Ramdev-run Patanjali has claimed that its Ayurvedic medicine 'Coronil' can help cure COVID-19 caused by the novel coronavirus. #\xe0\xa4\x86\xe0\xa4\xaf\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa5\x87\xe0\xa4\xa6\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf_\xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xb2_\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbf #\xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa4\x82\xe0\xa4\x9c\xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb7\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xaa\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb5""",0
b'If we add Gaumutra and Gobar then it can cure Covid-19 in just 24 hours. https://t.co/ZCQjGtHoUV',0
"b""It's a good move by a government of india ...   If medical team of #PatanjaliProducts proves that their #CORONIL can cure the covid19 virus ..   I wish Government of india itself can promote that medicine . https://t.co/zWDUJVzqFD""",0
b'Predicting that the next blatant lie will be that a COVID-19 vaccine is just round the corner: https://t.co/9JBmnGYCkw',1
"b'My guess, today Modi ji will speak about the #COVAXIN  https://t.co/7SKmQY4Fgu'",1
"b'At the meeting, the current status of vaccine development efforts were also reviewed and PM Modi highlighted India\xe2\x80\x99s commitment to play an enabling role in the vaccination efforts against COVID-19, the PMO said  https://t.co/0W2mqsr0pJ'",1
"b'Till vaccine is not developed for COVID-19, we have to keep distance of two yards and wear face masks: PM Narendra Modi  Read @ANI Story | https://t.co/k4AA2Ld40a https://t.co/65aRhLWDPO'",1
b'#PatanjaliAyurved #CORONIL #Ayurvedic  #ramdevbaba- this can cure #COVID__19  People- hum nai mnte  #BabaRamdev - https://t.co/RHn9vBYUgQ',0
"b""@dhruv_rathee Baba Ramdev's medicine #CORONIL was tested on 280 people and some of them were on ventilators. All 280 people i.e. 100% got cured in 7 days.  Real World cure percentage might be lower than 100%. He was only telling about the results he has seen so far.""",0
"b'Most of us are no fan of #BabaRamdev and #Patanjali Products, but if any organisation weather it is Patanjali or someone else is trying to make any medicine which can cure or used as prevention of #Corona must be supported and motivated. #CORONIL #RamdevCoronaCure'",0
"b""Patanjali's coronil can cure corona the same way Anshul Saxena can destroy the Chinese web.""",0
b'Follow Business Standard for LIVE updates on #coronavirus outbreak  Link here: https://t.co/stsbBj5PbJ https://t.co/nZkGSmenkz',1
"b'#CORONIL , an Ayurvedic Wonder Cure for #COVID19 was launched today, by #Patnjali GODI MEDIA Pharmaceuticals.  #SupportShripadNaik'",0
"b""Just saw they find cure. Let's hope they are right. If they don't then it's time for govt take some action against this and stop before people actually put their faith in this medicine.#CORONIL""",0
"b'No wonder we are where we are..... what a DUMB comparison This PM is INCAPABLE of leading... by this token UP is ahead of Maharashtra.....\xe2\x80\x9d1,30,000 vs 600"" Covid Deaths: PM Compares 4 European Countries With UP - NDTV https://t.co/gfKSnDp598'",1
b'#Coronavirus LIVE: #India cases at 567536; #TamilNadu now 2nd worst-hit state https://t.co/p0BK8ra2sl',1
b'I hope Modi announces Covid vaccine today.',1
"b""Ramdev Baba can cure CoronaVirus.  *Hahahahaha. Fraud Baba. Don't know anything*  Mother Teresa can cure EVERYTHING *Miracle*  #CORONIL #Patanjali #PatanjaliProducts #Ayurvedic #BabaRamdev #ChineseVirusInIndia #Corona #""",0
"b""#CORONIL  Ramdev Baba can cure CoronaVirus.  *Hahahahaha. Fraud Baba. Don't know anything*  Mother Teresa can cure EVERYTHING *Miracle*""",0
"b'An Indian has found a cure of corona. He did something th8 may save d world. We r suppose to be proud of him &amp; not to mock him. Bt just because he used ancient Hindu techniques &amp; wear saffron, few of us r making fun of him. We are proud of you Baba Ramdev &amp; Patanjali. #coronil'",0
"b'My PM is Jock! Compare to be with Srilanka , Bangladesh, Nepal etc. With UP. Compare indian with Asian countries! ""1,30,000 vs 600"" Covid Deaths: PM Compares 4 European Countries With UP - NDTV https://t.co/sKh8w8Rfq3'",1
b'PM Modi reviews preparations for Covid-19 vaccine development  #PMModi https://t.co/yXII1On5wk',1
"b'Coronil Becomes the Top Trend on Twitter As Ramdev\xe2\x80\x99s Patanjali Launches Ayurvedic Covid-19 Drug, Memes &amp; Jokes Abound. Do boond gaumutra ke de corona se chutkara would be an apt catchline\xf0\x9f\x98\x9c https://t.co/5eo07EiH53'",1
b'Covid -19 cure discovered by Devine Spiritual experiences \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\xa6\x87\xf0\x9f\xa6\x87\xf0\x9f\xa6\x87\xf0\x9f\xa6\x87\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7 https://t.co/nB5xaZVhEE',0
"b""Ayush Ministry pulls up Ramdev's Patanjali for claiming to have found drug to cure coronavirus cure. #Coronil #Swasari #PatanjaliAyurved #RamdevBaba #Ayush #Coronavirus #COVID__19 #COVID19 #CoronavirusPandemic #Pandemic https://t.co/XL8P33hchc""",0
"b'@modi why FIR on Baba Ramdev. They develop the Vaccine for corona now and  then even Cipla,Hetro and Glenmark companies also developed. Then why not you people take the action on that companies. If some one do good for Country then support him. https://t.co/jz1CHk2JeF'",1
b'PM Modi Evaluations COVID Vaccine Preparedness Day After India\xe2\x80\x99s To start with Applicant Enters Medical Demo https://t.co/1SxMUxMoBt #HEADLINES',1
b'@ANI Modi has four more years and mostly a vaccine for Covid will be available by next year so Covid will be won under Modi. But not because of Modi. Even LAC tension will also be won under Modi as soon as everyone focus on blaming Congress rather than trying to take back our land.',1
"b'So its all \xe2\x80\x9cNiswarth\xe2\x80\x9d  Lala Ramdev going to distribute cure for Corona, Coronil for Free throughout the nation. Am I right @PypAyurved ? https://t.co/U7ITsqwSGa'",0
"b""Ramdev Baba can cure CoronaVirus.  *Hahahahaha. Fraud Baba. Don't know anything*  Mother Teresa can cure EVERYTHING *Miracle*  #CORONIL  Via WA""",0
b'#Coronil: @yogrishiramdev claims Covid recovery within 7 days. Listen to this exclusive conversation with @PreetiChoudhry on #TTP. Full video - https://t.co/a5y1wV8F4B https://t.co/gk4ixchJYf',0
"b""It's fine if you pit religion against science in a debate about something unquantifiable, like what a soul is, but if your church says their air-purifier can 'kill 99% of COVID-19,' or some MP says 'gaumutra cures cancer,' please, for *the love of god* don't rely on faith.""",1
"b""@wild_mccandless There are two medicines which they have launched. Coronil and Swasari. Patanjali is claiming it to be a cure with '100% results'. If it does work out, it will be amazing for medical diplomacy like the short term effect HCQ had.""",1
"b'A indian has found a cure of corona. He did something that may save the world. We are suppose to be proud of him &amp; not mock him. But just because he used ancient Hindu techniques &amp; wear saffron, few of us are making fun of him. We are proud of u Baba Ramdev &amp; Patanjali. #CORONIL'",0
"b'Ban Patanjali. The only solution. Good for nothing.  They ended up extracting gold from gaumutra, I mean hypocrisy ki bhi seema hoti hai.  #CORONIL #COVID__19 https://t.co/oselu6EKfm'",0
"b""Baba ramdev 's coronil cant cure covid posotive person it only increases tge Immunity power so dont spread fake news source= #aiims #coronavirus #StayHomeStaySafe""",1
"b'I am thankful to Shri. Ramdev Baba Who Found the Ayurvedic Medicine which can cure the patients suffering with CORONA Epidemic. This is why India is said As "" Vishwaguru"". #CORONIL https://t.co/QBU4wUFXbn'",0
"b""@DrArun_tweets Well the difference is odonil is a room freshner, and you shouldn't eat it. On the other hand, I don't have any issues in consuming coronil but to say it can cure the virus is kinda far-fetched.""",1
"b'Can\xe2\x80\x99t wait for alternative medicine to find a Cure for COVID. Especially if it\xe2\x80\x99s Baba Ramdev, it\xe2\x80\x99ll decimate the Pharma Industry and dessicate the Skeptics! #CORONIL'",1
"b'Coronavirus LIVE: India cases jump to 567,536; global tally past 10.4 mn https://t.co/WdpbD9QlRR'",1
"b'THERE\xe2\x80\x99S NO CURE FOR THE VIRUS YET, BUT HERE\xe2\x80\x99S A HEAD START FOR A (COVID)SPIRITUAL VACCINE: https://t.co/t5TxAewDwu - Content from Storymaker #writers #Creativity #Art https://t.co/MpntYZ89Pt'",0
"b'PM today chaired a high-level meeting to review the preparations being undertaken for a vaccination against COVID-19, as and when a vaccine is available. Modi directed officials to evaluate various technology tools to ensure efficient and timely vaccination in due course of time.'",1
b'What a scam #coronil is Baba Ramdev avoided questions about it being a cure for Covid or if it\xe2\x80\x99s just an immunity booster &amp; at the ssme time Ayush ministry avoids speaking against Baba Ramdev. #Atmanirbhar #PatanjaliAyurved',1
"b'@sekarpandian18 Same here. To make vaccine for Covid - 19 we need to extract strains/anti bodies from the virus itself.   Similarly, we need to make vaccine to make India Modi and BJP Free. For that we need to reach the virus and work on it.'",1
b'#BabaRamdev has launched an ayurvedic herb to cure #COVID__19  called #CORONIL . Appreciate the effort but people must not depend on it until a vaccine is found. Coronil must not have any side effects.@PypAyurved @yogrishiramdev #Patanjali  #PatanjaliProducts #patanjalicoronil',0
"b'@narendramodi sir,,why ayush ministry not permitting coronil by patanjali to cure Corona patient,,,plz check it,,if we ourselves will not respect our system and research then who will respect as already you have told be vocal for local,,then why it is happening?'",0
"b'Why does Ramdev need to launch #Coronil , an Ayurvedic wonder cure for #Covid19 , when #GauMutra can cure everything according to him..'",0
"b""Really hoping that Shri Ramdev Baba's medicine will work and the pandemic disease will cure by coronil . The one's who are spreading negativity about Indian brands are having no caliber than foriegn brands may get some intellectualls.\xf0\x9f\x91\x80\xe2\x9c\xa8 All the best wishes for #CORONIL""",0
b'Predictions about PM Modi address to India  - Incentives to boost manufacturing - Coastal Economic Zones - India\xe2\x80\x99s triumph in Covid vaccine - Economic Stimulus 3.0 - Some achievement related to Defence or Science  Kuch Bada Hone Wala Hain!  Add your predictions.',1
"b'Patanjali launches coronil drug, claims drug can cure corona in 14 days. Le covid 19:- https://t.co/RwSSlgQhnq'",0
